Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
"The Western Facade of the Propylaea, With the Temple Of Victory and the Ancient Steps",William James Stillman,5667,"(American, 1828–1901)",(American),(1828),(1901),(Male),1869,Autotype,"7 1/4 × 9 1/2"" (18.4 × 24.2 cm)",Gift of Miss Frances Stillman,336.1975.6,Photograph,Photography,,Y,51120,http://www.moma.org/collection/works/51120,http://www.moma.org/media/W1siZiIsIjM0OTU3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5f4ee3f01ee774a5,,,,18.4,,,24.2,,
I Got Up...,On Kawara,3030,"(Japanese, 1933–2014)",(Japanese),(1933),(0),(Male),1970,Stamped ink on postcard,"4 x 5 3/4"" (10.2 x 14.6 cm)",The Seth Siegelaub Collection. Gift of Richard S. Zeisler (by exchange),324.2010.21,Drawing,Drawings & Prints,2010-05-12,Y,186415,http://www.moma.org/collection/works/186415,http://www.moma.org/media/W1siZiIsIjI5NzAyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2d8c567a376c3442,,,,10.16002032,,,14.6050292101,,
Methods & Processes,Benjamin Patterson,4520,"(American, 1934–2016)",(American),(1934),(2016),(Male),1962,"Artist's book, offset printed, with insert","overall: 10 5/8 x 7 5/16"" (27 x 18.5 cm)",The Gilbert and Lila Silverman Fluxus Collection Gift,2659.2008,Illustrated Book,Drawings & Prints,2008-10-08,N,127532,,,,,,27.0,,,18.5,,
Untitled (Self-portrait with poster for Battleship Potemkin),Aleksandr Rodchenko,4975,"(Russian, 1891–1956)",(Russian),(1891),(1956),(Male),c. 1925,Gelatin silver print,"Sheet: 3 3/4 x 4 9/16"" (9.6 x 11.6 cm)",Gift of The Judith Rothschild Foundation,2533.2001,Photograph,Drawings & Prints,2001-11-13,Y,82672,http://www.moma.org/collection/works/82672,http://www.moma.org/media/W1siZiIsIjI0Nzk4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cf9c31a7357824bd,,,,9.6,,,11.6,,
Intelligence Was Mine! I Became the Buddha (L'Intelligence fût à moi! Je devins le Buddha) (plate XI) from La Tentation de Saint-Antoine,Odilon Redon,4840,"(French, 1840–1916)",(French),(1840),(1916),(Male),"1896, published 1938",Lithograph from an illustrated book with 22 lithographs on chine appliqué and 21 wood engravings (including wrapper and table of plates),"composition: 12 3/8 × 8 9/16"" (31.5 × 21.7 cm); page: 17 3/16 × 13"" (43.7 × 33 cm)",The Louis E. Stern Collection,1030.1964.21,Illustrated Book,Drawings & Prints,1964-10-06,Y,30110,http://www.moma.org/collection/works/30110,http://www.moma.org/media/W1siZiIsIjk3NTAxIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=bc8603dd450509fb,,,,31.5,,,21.7,,
"Old Greek Sculptor with Model, Vase with Three Anemones, and Sculpted Self-Portrait (Vieux sculpteur grec avec modèle, vase aux trois anémones, et autoportrait sculpté) from the Vollard Suite (Suite Vollard)",Pablo Picasso,4609,"(Spanish, 1881–1973)",(Spanish),(1881),(1973),(Male),"1933, published 1939",Etching,"plate: 7 5/8 x 10 9/16"" (19.3 x 26.8 cm); sheet: 13 3/8 x 17 3/8"" (34 x 44.2 cm)",Abby Aldrich Rockefeller Fund,211.1949,Print,Drawings & Prints,1949-03-24,Y,64474,http://www.moma.org/collection/works/64474,http://www.moma.org/media/W1siZiIsIjE1ODI2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=485302ca843cbf34,,,,19.3,,,26.8,,
Untitled,Victor Vasarely,6109,"(French, born Hungary 1908–1997)",(French),(1908),(1997),(Male),1959,,,Gift of Denise René,672.1965.5,Print,Drawings & Prints,,N,84755,,,,,,,,,,,
Stacked Vases,Betty Woodman,7051,"(American, 1930–2018)",(American),(1930),(2018),(Female),2004,"Terra sigillata, pencil, ink, and wax on paper","49 x 22 1/4"" (124.5 x 56.5 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,3451.2005,Drawing,Drawings & Prints,2005-05-10,Y,97784,http://www.moma.org/collection/works/97784,http://www.moma.org/media/W1siZiIsIjE0MTczOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=06fa4c7cc520dd07,,,,124.46024892049999,,,56.515113030200006,,
"CaixaForum Madrid, Spain (Site and concept model, scale 1:200)","Herzog & de Meuron, Basel",7567,(est. 1978),(Swiss),(1978),(0),(),2001–2003,"Wood, copper, and concrete","8 11/16 × 33 7/16 × 31 1/8"" (22 × 85 × 79 cm)",Gift of the Jacques Herzog and Pierre de Meuron Kabinett,794.2018,Architecture,Architecture & Design,2018-10-15,Y,291064,http://www.moma.org/collection/works/291064,,,79.0,,22.0,,,85.0,,
"Die Aktion, vol. 3, no. 23",,,,,,,,"June 4, 1913",Periodical,"page (each approx.): 12 1/8 x 9 1/8"" (30.8 x 23.2 cm)",Committee on Prints and Illustrated Books Fund and The Library Council,947.2010.73,Periodical,Drawings & Prints,2010-11-10,N,144278,,,,,,30.8,,,23.2,,
The Cloud,Alvin Langdon Coburn,1164,"(American, 1882–1966)",(American),(1882),(1966),(Male),1912,Platinum print,"7 3/8 × 5 1/2"" (18.8 × 14 cm)",Purchase,533.1970.3,Photograph,Photography,1970-10-27,Y,140557,http://www.moma.org/collection/works/140557,http://www.moma.org/media/W1siZiIsIjMzODU5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cf76b399a35e7fcb,,,,18.8,,,14.0,,
Philibert the Pony (Le poney Philibert),Henri de Toulouse-Lautrec,5910,"(French, 1864–1901)",(French),(1864),(1901),(Male),1898,Lithograph,"composition: 14 3/4 x 10 7/16"" (37.5 x 26.5 cm); sheet: 21 15/16 x 14 1/8"" (55.8 x 35.8 cm)",Gift of Abby Aldrich Rockefeller,159.1946,Print,Drawings & Prints,1946-07-11,Y,63270,http://www.moma.org/collection/works/63270,http://www.moma.org/media/W1siZiIsIjIyMzA2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c3e5e71a8f2a7f5b,,,,37.5,,,26.5,,
Crack Lamp,"Giampiero Bassi, Giovanni Bassi","373, 8698","(Italian, born 1926) (Italian, born 1926)",(Italian) (Italian),(1926) (1926),(0) (0),() (Male),1968,Lacquered metal and opaline glass,"3 1/2 x 8 5/8"" (8.9 x 21.9 cm)",Gift of the manufacturer,326.1972,Design,Architecture & Design,1972-12-05,Y,3299,http://www.moma.org/collection/works/3299,http://www.moma.org/media/W1siZiIsIjIxMTA3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1617ecdc0c681048,,,21.9,8.9,,,,,
"Margaret French, Fire Island","PaJaMa, Paul Cadmus, Jared French, Margaret Hoening French","74970, 909, 1990, 75037","(American, 1904–1999) (American, 1905–1988) (American, 1906–1998)",() (American) (American) (American),(0) (1904) (1905) (1906),(0) (1999) (1988) (1998),() (Male) (Male) (Female),c. 1939,Gelatin silver print,"4 3/16 × 6 5/16"" (10.6 × 16 cm)",Acquired through the generosity of the William Talbott Hillman Foundation,993.2018,Photograph,Photography,2018-10-24,Y,291286,http://www.moma.org/collection/works/291286,http://www.moma.org/media/W1siZiIsIjQ0MDgwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ae90ae3de7fe87b5,,0.0,,10.6362712725,,,16.0337820676,,
Donated Object: Piece of Kente Cloth,Pope.L,37145,"(American, born 1955)",(American),(1955),(0),(Male),2006,Cloth,,Fund for the Twenty-First Century and Deborah Wye Endowment Fund,626.2014.61,Installation,Drawings & Prints,2014-10-02,N,223577,,,,,,,,,,,
Untitled,Unknown photographer,8595,,(),(0),(0),(),c. 1938,Gelatin silver print,"3 7/8 × 2 1/8"" (9.8 × 5.4 cm)",Gift of Jeffrey Fraenkel,661.2007,Photograph,Photography,2007-10-11,Y,111480,http://www.moma.org/collection/works/111480,http://www.moma.org/media/W1siZiIsIjM0OTcyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=878a6c495c4ebce0,,,,9.8,,,5.4,,
Ale Cans,Jasper Johns,2923,"(American, born 1930)",(American),(1930),(0),(Male),1964,Lithograph with paint additions,"composition: 14 1/16 × 11"" (35.7 × 27.9 cm); sheet: 22 5/8 × 17 5/8"" (57.4 × 44.8 cm)",Gift of the artist in honor of Tatyana Grosman,305.1985,Print,Drawings & Prints,1985-10-07,Y,66527,http://www.moma.org/collection/works/66527,http://www.moma.org/media/W1siZiIsIjIxMTAyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0a1ecd24476d9606,,,,35.7,,,27.9,,
"Album cover for The Beatles, Help!","Robert Freeman, Parlophone Records","46498, 46779","(British, born 1936) (founded 1896)",(British) (),(1936) (1896),(0) (0),(Male) (),1965,Lithograph,"12 x 12"" (30.5 x 30.5 cm)",Committee on Architecture and Design Funds,807.2014,Design,Architecture & Design,2014-10-06,Y,185447,http://www.moma.org/collection/works/185447,http://www.moma.org/media/W1siZiIsIjMwNTU1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=df258f0eb79e2939,,,,30.4800609601,,,30.4800609601,,
Headpiece (page 21) from Pasiphaé: Chant de Minos (Les Crétois),Henri Matisse,3832,"(French, 1869–1954)",(French),(1869),(1954),(Male),"1943–44, published 1944",Linoleum cut from an illustrated book with 51 linoleum cuts (including wrapper),"composition: 4 5/16 x 7 1/8"" (10.9 x 18.1 cm); page: 12 5/8 × 9 3/4"" (32 × 24.8 cm)",The Louis E. Stern Collection,926.1964.4,Illustrated Book,Drawings & Prints,1964-10-06,Y,28335,http://www.moma.org/collection/works/28335,http://www.moma.org/media/W1siZiIsIjIzNDI2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e8aaafd54cba3aa4,,,,10.9,,,18.1,,
Informace (Information and price list for teaching materials),Augustin Tschinkel,5952,"(Czech, born 1905)",(Czech),(1905),(0),(Male),Unknown,Offset lithograph,"8 1/8 x 5 3/4"" (20.6 x 14.7 cm)","Jan Tschichold Collection, Gift of Philip Johnson",1087.1999,Design,Architecture & Design,1999-12-10,Y,8563,http://www.moma.org/collection/works/8563,http://www.moma.org/media/W1siZiIsIjExMzM1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=9d2101043141c127,,,,20.6,,,14.7,,
BIRCHES,Paul L. Anderson,169,"(American, 1880–1956)",(American),(1880),(1956),(Male),1911,Gum bichromate print,"14 × 10 7/8"" (34.5 × 25.8 cm)",Gift of Mrs. Raymond C. Collins,34.1976,Photograph,Photography,1976-02-24,N,44357,,,,,,34.5,,,25.8,,
Open End of Hänsel and Gretel,Peter Stauss,28822,"(German, born 1966)",(German),(1966),(0),(Male),2001,Pencil on paper,"8 1/4 x 11 5/8"" (21 x 29.6 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,3160.2005,Drawing,Drawings & Prints,2005-05-10,Y,97469,http://www.moma.org/collection/works/97469,http://www.moma.org/media/W1siZiIsIjExMTQyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c5d0282018ab6fb0,,,,21.0,,,29.6,,
Untitled from Fabricated Cultural Belief Systems,Ryan McGinness,25412,"(American, born 1972)",(American),(1972),(0),(Male),2004,One from a series of 100 screenprints,"sheet: 40 x 26 1/2"" (101.6 x 67.3 cm)",Fund for the Twenty-First Century,207.2005.3,Print,Drawings & Prints,2005-03-08,Y,98052,http://www.moma.org/collection/works/98052,http://www.moma.org/media/W1siZiIsIjI3NjM1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7f8a3e119942cff4,,,,101.6,,,67.3,,
Profile of a Man's Head in Front of a Wall (Tête d'homme de profil devant un mur) from the supplementary suite for the book Les Murs by Eugène Guillevic,Jean Dubuffet,1633,"(French, 1901–1985)",(French),(1901),(1985),(Male),1945,Lithograph,"composition (irreg.): 14 1/2 x 10 15/16"" (36.8 x 27.8 cm); sheet: 14 1/2 x 11"" (36.8 x 27.9 cm)",Gift of Mr. and Mrs. Ralph F. Colin,769.1965,Print,Drawings & Prints,1965-11-09,Y,73952,http://www.moma.org/collection/works/73952,http://www.moma.org/media/W1siZiIsIjY3NDEwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=db8a71052c705c83,,,,36.8,,,27.8,,
Birch Tree,Vasily Yakovlovich Sitnikov,5458,"(Russian, 1915–1987)",(Russian),(1915),(1987),(Male),(1961),Crayon on paper,"32 x 22 3/8"" (81.3 x 56.9 cm)",Purchase,25.1968,Drawing,Drawings & Prints,1968-02-05,Y,33339,http://www.moma.org/collection/works/33339,,,,,81.3,,,56.8,,
Work Drawing: Opposite,Franz Erhard Walther,7662,"(German, born 1939)",(German),(1939),(0),(Male),1967,"Watercolor, ink, and pencil on paper",,Richard S. Zeisler Bequest (by exchange),41.2011.28.a-b,Drawing,Drawings & Prints,2011-02-07,Y,144604,http://www.moma.org/collection/works/144604,http://www.moma.org/media/W1siZiIsIjI0ODg1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=be4ef703744cfa19,,,,,,,,,
Plate (folio 13) from THE PSALM BOOK,Charles Knowles,3166,"(American, 1939–1958)",(American),(1939),(1958),(Male),1957,"Linoleum cut, printed in color","irreg composition  19 3/8 x 17 11/16"" (49.3 x 45 cm)",Gift of Mrs. F. G. Wendt,154.1960.6,Illustrated Book,Drawings & Prints,1960-05-26,N,12069,,,,,,49.3,,,45.0,,
Untitled from the series Lyric Suite,Robert Motherwell,4126,"(American, 1915–1991)",(American),(1915),(1991),(Male),1965,Colored ink on paper,"11 1/8 x 9"" (28.2 x 23 cm)",Gift of the artist in memory of Frank O'Hara,2381.1967,Drawing,Drawings & Prints,1967-12-13,Y,38786,http://www.moma.org/collection/works/38786,http://www.moma.org/media/W1siZiIsIjEyMzg2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d41e8a04e9c8c7fc,,,,28.3,,,22.9,,
Plate (page 17) from LES VOIX,Roberto Matta,3842,"(Chilean, 1911–2002)",(Chilean),(1911),(2002),(Male),1962-1964,,"plate  11 1/8 x 8 11/16"" (28.2 x 22 cm)",Felipe Cossio del Pomar Fund,828.1965.A05,Illustrated Book,Drawings & Prints,1965-11-09,N,25936,,,,,,28.2,,,22.0,,
"Town Meeting, Vermont",Marion Post Wolcott,6426,"(American, 1910–1990)",(American),(1910),(1990),(Female),1940,Gelatin silver print,"9 13/16 × 13"" (24.9 × 33 cm)",Gift of Helen Kornblum in honor of Roxana Marcoci,672.2019,Photograph,Photography,2019-11-12,Y,401837,http://www.moma.org/collection/works/401837,,,,,24.9,,,33.0,,
Passing of Dreams,Arthur B. Davies,1402,"(American, 1862–1928)",(American),(1862),(1928),(Male),1921,Lithograph,"composition: 12 5/8 x 13 11/16"" (32.1 x 34.7cm)",Gift of Abby Aldrich Rockefeller,811.1940,Print,Drawings & Prints,1940-04-05,Y,74255,http://www.moma.org/collection/works/74255,http://www.moma.org/media/W1siZiIsIjI2MjUwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7b6b538a1ef82a1f,,,,32.1,,,34.7,,
The Maternal Man,Louise Bourgeois,710,"(American, born France. 1911–2010)",(American),(1911),(2010),(Female),2008,Digital print,"sheet: 48 x 32 1/2"" (121.9 x 82.5 cm)",Gift of the artist,1361.2009,Print,Drawings & Prints,2009-11-17,Y,129802,http://www.moma.org/collection/works/129802,http://www.moma.org/media/W1siZiIsIjE3MDQ5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b13a882b8043503e,,,,121.9,,,82.5,,
Keyboard Dances,Philip Corner,36944,"(American, born 1933)",(American),(1933),(0),(Male),1963,Ink on paper,"sheet: 2 1/4 × 11 7/8"" (5.7 × 30.2 cm)",The Gilbert and Lila Silverman Fluxus Collection Gift,2132.2008.58,Drawing,Drawings & Prints,2008-10-08,N,140448,,,,,,5.71501143,,,30.162560325100003,,
Sensitivo per arco solo from Sette Fogli: Una Collezione Occulta,Sylvano Bussotti,36941,"(Italian, born 1931)",(Italian),(1931),(0),(Male),1963,Gelatin silver print with pencil additions,"sheet: 15 3/16 x 11 9/16"" (38.6 x 29.3 cm)",The Gilbert and Lila Silverman Fluxus Collection Gift,3033.2008,Print,Drawings & Prints,2008-10-08,N,163532,,,,,,38.6,,,29.3,,
Untitled from Marilyn Monroe,Andy Warhol,6246,"(American, 1928–1987)",(American),(1928),(1987),(Male),1967,One from a portfolio of ten screenprints,"composition and sheet: 36 x 36"" (91.5 x 91.5 cm)",Gift of Mr. David Whitney,70.1968.3,Print,Drawings & Prints,1968-02-05,Y,61243,http://www.moma.org/collection/works/61243,http://www.moma.org/media/W1siZiIsIjI2NDkzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1d63198038775a53,,0.0,,91.44018288040002,,,91.44018288040002,,
Untitled (Corn),Troy Brauntuch,752,"(American, born 1954)",(American),(1954),(0),(Male),(2000),Graphite on paper,"26 5/8 x 21 7/8"" (67.6 x 55.6 cm)",Purchase,2399.2001,Drawing,Drawings & Prints,2001-10-11,Y,82245,http://www.moma.org/collection/works/82245,http://www.moma.org/media/W1siZiIsIjMyMTYxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5fab925d2fe02080,,,,67.6276,,,55.5626,,
"(3 views of pier, island, and house, framed with decorative ink borders",Charles Norman Sladen,8138,"(American, 1858–1949)",(American),(1858),(1949),(Male),1913,Gelatin silver prints and ink on paper,"irregular 11 5/8 × 22 1/16"" (29.5 × 56 cm)",Purchased with funds from The Richardson Foundation,357.1989.8,Photograph,Photography,1989-12-14,N,51679,,,,,,29.5,,,56.0,,
"Paulistano Athletic Club Gymnasium, São Paulo, Brazil, Perspective Sketch",Paulo Mendes da Rocha,33388,"(Brazilian, born 1928)",(Brazilian),(1928),(0),(Male),1957,Photostat,"11 5/8 x 8 1/4"" (29.5 x 21 cm)",Gift of the architect and the Latin American and Caribbean Fund,3.2008,Architecture,Architecture & Design,2008-02-06,Y,111259,http://www.moma.org/collection/works/111259,http://www.moma.org/media/W1siZiIsIjE3NTEzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5dfd5a9817a32bf8,,,,29.5276,,,20.955,,
Pictorial ornament (page 416) from LES PETITES FLEURS,Émile Bernard,511,"(French, 1868–1941)",(French),(1868),(1941),(Male),1928,,"irreg. composition  3 1/4 x 3 5/16"" (8.2 x 8.4 cm)",The Louis E. Stern Collection,677.1964.319,Illustrated Book,Drawings & Prints,1964-10-06,N,20552,,,,,,8.2,,,8.4,,
Torso,Bernard Reder,4837,"(American, born Rumania.1897–1963)",(American),(1897),(1963),(Male),1938,Limestone,"45 x 23 x 17 3/8"" (114.3 x 58.2 x 44.2 cm)",Gift of J. van Straten,187.1952,Sculpture,Painting & Sculpture,1952-10-21,Y,81092,http://www.moma.org/collection/works/81092,http://www.moma.org/media/W1siZiIsIjE1NDA0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4e875b83c7101d4b,,44.2,,114.3,,136.0791,58.2,,
Handwritten address for Lisa Jacobs,Ben Kinmont,41829,"(American, born 1963)",(American),(1963),(0),(Male),2000,handwritten in blue ink and pencil on the back of a light blue mailing envelope,,Fund for the Twenty-First Century,72.2013.150,Print,Drawings & Prints,2013-02-07,N,169211,,,,,,,,,,,
Organizatsiia proizvodstva pobeda nad kapitalisticheskim stroem (Organization of Production is Victory Over the Capitalist Regime),Unknown Artist,23390,(Nationality unknown),(Nationality unknown),(0),(0),(),c. 1920,Lithograph,"sheet: 7 3/8 x 17 5/8"" (18.7 x 44.8 cm)",Gift of The Judith Rothschild Foundation,1.2001,Print,Drawings & Prints,2001-01-24,Y,9019,http://www.moma.org/collection/works/9019,http://www.moma.org/media/W1siZiIsIjY4NzM3Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=25fbb29456e63b75,,,,18.7,,,44.8,,
"Jazz in Willisau:, Anthony Braxton Quartet",Niklaus Troxler,5940,"(Swiss, born 1947)",(Swiss),(1947),(0),(Male),1991,Silkscreen,"35 5/8 x 50 3/8"" (90.5 x 128 cm)",Gift of the designer,477.2008,Design,Architecture & Design,2008-02-06,Y,116800,http://www.moma.org/collection/works/116800,http://www.moma.org/media/W1siZiIsIjE1OTA0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6def84bd41efbf37,,,,90.48768097540001,,,127.9527559055,,
Shirley Jean Emerman,Louis Emerman,38854,(American),(American),(0),(0),(Male),Summer 1923,Gelatin silver print,"4 1/8 × 2 3/8"" (10.4 × 6.1 cm)",Gift of Peter J. Cohen,678.2010,Photograph,Photography,2010-10-07,Y,141041,http://www.moma.org/collection/works/141041,http://www.moma.org/media/W1siZiIsIjMyMjM3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=61c44e641f84bd7c,,,,10.4,,,6.1,,
Fastening of tubular-steel legs for leather desks (Plan and section),Lilly Reich,8059,"(German, 1885–1947)",(German),(1885),(1947),(Female),1932,Pencil on tracing paper,"17 1/4 x 14 1/2"" (43.8 x 36.8 cm)","Lilly Reich Collection, Mies van der Rohe Archive",R46.3,Mies van der Rohe Archive,Architecture & Design,,N,149789,,,,,,43.815087630200004,,,36.830073660100005,,
"Program for ""The Last Prisoner,"" Programa Cultural de la XIX Olimpiada, Mexico City 1968 Olympics","Department of Publications and Urban Design, Organizing Committee of the XIX Olympiad",45960,,(),(0),(0),(),1968,Lithograph,,Gift of the XIX Olympics Committee,391.2014,Design,Architecture & Design,2014-05-19,N,175121,,,,,,,,,,,
Parallel Fears,"Lee Jaffe, Harry Shunk, János Kender","44912, 8247, 38024","(American, born 1950) (German, 1924–2006) (Hungarian, 1937–2009)",(American) (French) (Hungarian),(1950) (1924) (1937),(0) (2006) (2009),(Male) (Male) (Male),1971,Gelatin silver print,"6 11/16 × 9 11/16"" (17 × 24.6 cm)",Gift of the Roy Lichtenstein Foundation in honor of Jennifer Winkworth and Kynaston McShine and in memory of Harry Shunk and János Kender,1018.2013.196,Photograph,Photography,2013-10-24,Y,176376,http://www.moma.org/collection/works/176376,http://www.moma.org/media/W1siZiIsIjI5MDM4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d44e958cd312557c,,0.0,,17.7800355601,,,25.4000508001,,
"Untitled. (elephant trunk and hand, location unknown)",Garry Winogrand,6399,"(American, 1928–1984)",(American),(1928),(1984),(Male),1963,Gelatin silver print,"9 1/8 × 13 7/16"" (23.2 × 34.2 cm)",Purchase and gift of Barbara Schwartz in memory of Eugene M. Schwartz,498.1998,Photograph,Photography,1998-06-11,N,54414,,,,,,23.2,,,34.2,,
"Telegraph from August 12, 1999",Douglas Gordon,7805,"(Scottish, born 1966)",(Scottish),(1966),(0),(Male),2011,One from a series of ten offset lithographs,"composition and sheet: 21 3/16 x 26 5/16"" (53.8 x 66.9 cm)",Committee on Prints and Illustrated Books Fund,121.2012.10,Print,Drawings & Prints,2012-02-07,Y,158306,http://www.moma.org/collection/works/158306,http://www.moma.org/media/W1siZiIsIjI0MTU5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b8a02a43efe39286,,,,53.8,,,66.9,,
Work 60 D,Nankoku Hidai,2632,"(Japanese, 1912–1999)",(Japanese),(1912),(1999),(Male),1960,Ink on paper mounted on plywood,"9 x 6 5/8"" (22.9 x 16.8 cm)",Mrs. Donald B. Straus Fund,118.1961,Drawing,Drawings & Prints,1961-04-11,Y,34142,http://www.moma.org/collection/works/34142,http://www.moma.org/media/W1siZiIsIjQ3ODg2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=25fbdca7de8d4148,,,,22.9,,,16.8,,
